Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
4079,Bawarchi,1,New Delhi,"236, Main Road, Opposite North Gate Orbit Plaza Mall, Part 3, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.193222,28.6978702,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,32
312201,Tequila Express,1,New Delhi,"G-19/20, 1st Floor, Radha Chamber, Community Center, Behind PVR Sonia, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0752887,28.6397834,"North Indian, Chinese",1150,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,40
18383512,Movenpick,1,New Delhi,"M 7, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2431486,28.5342396,"Ice Cream, Desserts",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,27
310286,Today Pizza,1,New Delhi,"E-1, Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1031681,28.6490554,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18408058,Caffe 9,1,New Delhi,"R-1, DDA Market, Near Rose Apartment, Sector 14, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.11235,28.71679,"North Indian, Continental, European, American, Mediterranean",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,69
308067,WTF - Wraps Toast Fries,1,New Delhi,"13-A, East Avenue Market, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.14290284,28.66922319,"Chinese, Fast Food, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,63
18203182,Swastik Restaurant,1,New Delhi,"GS-70, Sewak Park, Near Dwarka Mod, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0332316,28.6188173,"Chinese, South Indian, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,6
305392,Sagar Ratna,1,New Delhi,"Plot 22, 1st Floor, Bazar Marg, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1865864,28.6428784,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,120
8822,Barichi,1,New Delhi,"Hotel Rahman, 3/1, Near Patel Nagar Metro Station, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1698272,28.6455402,"North Indian, Chinese, South Indian",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,11
18489535,Night Diner,1,New Delhi,"Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",0,0,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18438452,SardarBuksh Coffee & Co.,1,New Delhi,"Vardhman Plaza, J Block, Near Pyara Chicken Corner, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12046923,28.63859667,"Beverages, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,23
18468524,The Pure Kitchen,1,New Delhi,"Near Pal Dairy, Opposite JNU, Munirka Vihar, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1901673,28.5266192,"Chinese, Continental, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
300784,Shankar Fast Food,1,New Delhi,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1716576,28.6929381,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,74
3077,Pirates of Grill,1,New Delhi,"C-12, Vishal Enclave, Main Nazafgarh Road, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1182068,28.6474974,"North Indian, Continental, Mughlai, Asian",1500,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,2514
2017,Food Fantasy,1,New Delhi,"P-35-36, Opposite Fine Home Apartments, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2928015,28.6082787,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,76
308364,The Butter Cup,1,New Delhi,"CP 22, Maurya Enclave, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1413709,28.7049836,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
310982,Changezi Chicken,1,New Delhi,"G-1, Vardhman Royal Plaza, LSC, Deraval Nagar Part 1, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1898079,28.7014836,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,42
310807,Priya Panchvati,1,New Delhi,"C-11/8, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2770165,28.6982532,"South Indian, Fast Food, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,10
4500,The Old Baker - Jaypee Vasant Continental,1,New Delhi,"Jaypee Vasant Continental, Vasant Vihar, New Delhi","Jaypee Vasant Continental, Vasant Vihar","Jaypee Vasant Continental, Vasant Vihar, New Delhi",77.16443762,28.55650347,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,17
9001,Gullu's,1,New Delhi,"2, Main Road, Malka Ganj, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207839,28.6770968,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,69
613,Cafe Coffee Day,1,New Delhi,"Delhi Gymkhana Club, Golf Links, Race Course Road, Race Course, New Delhi",Race Course,"Race Course, New Delhi",77.2058916,28.5990816,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,9
9271,Raju De Special Paneer Wale,1,New Delhi,"1506, Chawla Stand, Gaushala Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9856215,28.6100946,North Indian,50,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
308772,Dunkin' Donuts,1,New Delhi,"Ground Floor, HT House, Kasturba Gandhi Marg, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22320214,28.62801416,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,271
18409180,Twenty Four Seven,1,New Delhi,"Jai Sai Motors, Indian Oil Petrol Pump, Near Hotel Crowne Plaza, Okhla Phase 1, New Delhi",Okhla Phase 1,"Okhla Phase 1, New Delhi",77.2729071,28.5275256,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18107851,Delhite Pí¢tisserie,1,New Delhi,"413, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2150185,28.7102675,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18265698,Hangchuaa's Chinese Food Corner,1,New Delhi,"K-130, Gautam Nagar, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2098081,28.5609683,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,5
652,Cafe Coffee Day - The Lounge,1,New Delhi,"E-29, Main Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2076874,28.5510835,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,76
6705,Kanwarji's,1,New Delhi,"G-1, Sagar Chamber, Saini Enclave, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3051329,28.6509065,"Street Food, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,40
18361199,Bikaner Sweets & Restaurant,1,New Delhi,"Near Khaira Mod, Bahadurgarh Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9759687,28.6157878,"Mithai, South Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1913,Swagath,1,New Delhi,"M-9, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.243348,28.5340197,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,198
301823,Sarpal Restaurant,1,New Delhi,"C-123 A, Clock Tower Chowk, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1112093,28.6249622,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,14
18378042,Pizza Hub,1,New Delhi,"D-3/A, North Ghonda, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2700134,28.6915855,Pizza,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
2407,Sri Balaji,1,New Delhi,"17-A/41, WEA Gurudwara Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1907064,28.6455898,"South Indian, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,88
18377902,Cafe Youth,1,New Delhi,"Main Road, Near BSES Office, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.312519,28.6021139,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18025127,Bake My Day,1,New Delhi,"Shop 1, Ambawata Complex, Gurudwara Road, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.1818522,28.5222187,"Bakery, Desserts, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
311336,Veggie-Licious,1,New Delhi,"G-6, GS Arcade, Pocket B, Behind State Bank of India, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3011572,28.6192865,"North Indian, Chinese, Continental, Fast Food",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,100
9380,Krishna Sweet House,1,New Delhi,"H-4/7, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.1904379,28.7058031,"Mithai, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,32
2913,Gola Sizzlers,1,New Delhi,"K-24, Opposite PVR Plaza Cinema, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2198577,28.6352499,"Chinese, North Indian, Mughlai, Continental",1600,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,671
18303701,Orange Cafe & Restaurant,1,New Delhi,"Block 10, House 7, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2284355,28.702491,"Tibetan, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
300788,Darbar Chicken Corner,1,New Delhi,"Near Baba Banquet Hall, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",77.2781757,28.6284726,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
307075,Republic of Chicken,1,New Delhi,"100, Old Rajinder Nagar Market, Near UCO Market, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1849192,28.6406889,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,33
18371405,Brahm Point Fast Food,1,New Delhi,"34/5, Community Center, Naraina Phase-1, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.137828,28.6319525,"Fast Food, Chinese",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18336472,Brown House Cafe,1,New Delhi,"117/3, Sudarshan Road, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2099284,28.5600874,"Chinese, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18034071,Janki Vaishno Dhaba,1,New Delhi,"WZ 714, Tihar Village, Near Tilak Nagar Market, Government Girls Convent School, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1050287,28.6375598,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
302159,Khosla Cafe,1,New Delhi,"5024, Main Bazaar, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.2112792,28.6407474,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,18
18017253,Baker's Stop,1,New Delhi,"209, Harsh Vihar, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1336856,28.6953352,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,71
7635,Kamala Fast Food & Chinese,1,New Delhi,"32, Market  2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25298069,28.5359835,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18346857,Lodhi Knights,1,New Delhi,"Shop 14, Tejdar Babbar Market, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2202427,28.5853283,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
311345,Kebab Gali,1,New Delhi,"G-39, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Vasant Square Mall, Vasant Kunj","Vasant Square Mall, Vasant Kunj, New Delhi",77.1566644,28.52506,"North Indian, Mughlai, Biryani",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,380
451,Swagath,1,New Delhi,"14, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230142,28.5735453,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,749
311756,Pita Pit,1,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21956339,28.52923878,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,217
7712,Shri Gupta'z,1,New Delhi,"6, DSIDC Market, Scheme 3, Okhla Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,"Okhla Phase 2, New Delhi",77.2806012,28.5370818,"Mughlai, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,18
18241531,Londoners,1,New Delhi,"M-25, 1st & 2nd Floor with Terrace, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2358901,28.5498001,"British, Chinese, Italian",1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,244
306586,Chicago Pizza,1,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1064258,28.6426643,Pizza,800,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,69
18337762,Royal Cakes,1,New Delhi,"Near Seva Nagar Sabji Mandi, South Extension 1, New Delhi",South Extension 1,"South Extension 1, New Delhi",77.224753,28.5759899,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
309805,Rigo Noodles,1,New Delhi,"30, 4B, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.20720008,28.68121151,"Chinese, Thai",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,133
18425773,Anna Dosa,1,New Delhi,"Shop 8, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.2415063,28.5752885,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
310348,Admission Lounge,1,New Delhi,"7, Commercial Complex, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.26883523,28.56240125,"North Indian, Continental, Chinese, Fast Food",2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.7,Orange,Average,24
18355146,Galina Restaurant,1,New Delhi,"DE 82, Ground Floor, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1163525,28.6461897,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,38
302142,Delhi 15,1,New Delhi,"N-46, Scooter Market, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1407751,28.6556035,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.7,Orange,Average,45
18352261,Bruncheez,1,New Delhi,"112, Hari Nagar Ashram, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",0,0,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18249097,Midnight Adda,1,New Delhi,"East Punjabi Bagh, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.139708,28.6594663,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,6
306658,Riyaz Chicken Corner,1,New Delhi,"Shop 137, Block D, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2095255,28.5603597,"Biryani, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,74
18311961,Kukkuu Da Dhaba,1,New Delhi,"Shop 90A, Road 4, Gali 7, Near Anand Lok Inn, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",0,0,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
3504,Sanjha Chulha,1,New Delhi,"27, C.S.C. Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25324858,28.53638025,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,70
18268693,Vadapav Junction,1,New Delhi,"Outlet 1, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1689617,28.5876911,Street Food,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,48
4560,Costa Coffee,1,New Delhi,"6/7, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1065639,28.6424982,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,53
313336,KFC,1,New Delhi,"G-1-8, Ground Floor, NN Mall,Near M2K Cinemas, Mangalam Road, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1171,28.7007672,"American, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,60
18446391,Intermission,1,New Delhi,"Shop 1, D-166, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.23870397,28.57748273,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
7807,Kerala Cafe,1,New Delhi,"DDA Market, Ber Sarai, Aruna Ashif Ali Marg, JNU, New Delhi",JNU,"JNU, New Delhi",77.18089364,28.54979385,"North Indian, South Indian",150,Indian Rupees(Rs.),No,No,No,No,1,2.3,Red,Poor,44
311584,Baking Bad,1,New Delhi,"Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.24227265,28.54865381,"Pizza, Italian",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,697
18425740,Food Corner,1,New Delhi,"HS 14, Back Side, Main Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.241099,28.5527158,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4090,Hari Om Bhojnalaya,1,New Delhi,"C-1, Opposite HDFC Bank, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",77.1847764,28.7084342,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,21
482,Moti Mahal Delux,1,New Delhi,"F-15, District Center, Janak Place, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0820473,28.6300262,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,105
9956,McDonald's,1,New Delhi,"G-1, Pushkar Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.0923895,28.6636449,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,94
6625,Domino's Pizza,1,New Delhi,"85-87, Ground Floor, Mall Road, Timarpur, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2058299,28.6985993,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,109
311858,The Gourmet Shop - The Uppal,1,New Delhi,"The Uppal, Ground Floor, NH-8, Mahipalpur Extension, Aerocity, New Delhi","The Uppal, Aerocity","The Uppal, Aerocity, New Delhi",77.101847,28.535183,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
302871,Punjabi Chicken,1,New Delhi,"9, Babu Market, Fuwara Chowk, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2316689,28.6573856,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
6574,Pandit Ji Paranthe Wale,1,New Delhi,"Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1799506,28.6965655,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,131
18014151,Shri Bikaner Sweets & Restaurant,1,New Delhi,"Kissan Bhawan, Main Delhi Road, Village Bawana, Narela, New Delhi",Narela,"Narela, New Delhi",77.03510278,28.79751667,"North Indian, Chinese, South Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
8462,New Aggarwal Sweet Corner,1,New Delhi,"A-1240/2, DDA Market, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3360236,28.6117841,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11
312486,Country Curries,1,New Delhi,"21, Savitri Cinema Complex, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.24002328,28.54125928,"North Indian, Bengali",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,139
18359285,Shaketastic,1,New Delhi,"Shop 108, Aggarwal Plaza ,RG Complex 2, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",77.1343223,28.7155806,Beverages,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
311022,Ashok Chaat Corner,1,New Delhi,"Shop 3488, Chowk Hauz Qazi, Near Chawri Bazar, New Delhi",Chawri Bazar,"Chawri Bazar, New Delhi",77.2268745,28.6493909,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,118
18070486,QD's Restaurant,1,New Delhi,"A-47, GuruNanakpura, Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2856137,28.6363985,"Chinese, North Indian, Fast Food, Italian",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,675
7889,Paljees Fresh Baked,1,New Delhi,"8/24, Sahi Hospital Road, Jangpura Extension, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.2450505,28.5828513,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,16
2587,Chimney,1,New Delhi,"26, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1916048,28.5843895,Chinese,800,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,66
9599,Punjab Sweets,1,New Delhi,"C-222, Near Railway Crossing, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.24115785,28.57857859,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18239781,Aristocrat Sweet Shop,1,New Delhi,"Shop 9, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24861238,28.5400835,"Mithai, Bakery",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
18463608,Mr. Sub,1,New Delhi,"The Gallery on MG, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1663257,28.500868,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
312153,Green Chilli,1,New Delhi,"Gurudwara Road, Mahavir Enclave, Palam, New Delhi",Palam,"Palam, New Delhi",77.0819105,28.6003471,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18430577,The Second Wife Kitchen,1,New Delhi,"24/5, Mall Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0933859,28.6366697,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
18332058,Daawat Restaurant,1,New Delhi,"D-3/11, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.280646,28.65981866,"North Indian, Chinese, South Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,26
18478723,RV Restaurant,1,New Delhi,"35 Infantry Brigade, Phillaurah Complex, Near Army Public School, Shankar Vihar, Delhi Cantt., New Delhi",Delhi Cantt.,"Delhi Cantt., New Delhi",77.13754522,28.56050598,"North Indian, Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
300300,Mama's Chinese Kitchen,1,New Delhi,"4/52, Main Shankar Road, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1819977,28.6374978,Chinese,750,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,58
18268367,Aashirwad Restaurant,1,New Delhi,"B-125, Mangal Bazar Road, Guru Nanak Pura, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2846422,28.6367385,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,5
18219530,The Kitchen Exotica,1,New Delhi,"Near Sarita Vihar Police Station, Opposite Apollo Hospital, Main Mathura Road, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2821107,28.5400233,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,9
